Ticker,Năm,1. Doanh thu bán hàng và cung cấp dịch vụ,2. Các khoản giảm trừ doanh thu,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),4. Giá vốn hàng bán,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),6. Doanh thu hoạt động tài chính,7. Chi phí tài chính,- Trong đó: Chi phí lãi vay,"8. Phần lãi lỗ trong công ty liên doanh, liên kết",9. Chi phí bán hàng,10. Chi phí quản lý doanh nghiệp,11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},12. Thu nhập khác,13. Chi phí khác,14. Lợi nhuận khác(40=31-32),15. Tổng lợi nhuận kế toán trước thuế(50=30+40),16. Chi phí thuế TNDN hiện hành,17. Chi phí thuế TNDN hoãn lại,18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),19. Lợi nhuận sau thuế công ty mẹ,20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,21. Lãi cơ bản trên cổ phiếu(*),22. Lãi suy giảm trên cổ phiếu (*)
SHN,2005.0,,,,,,,,,,,,,,,,,,,,,,,
SHN,2006.0,,,,,,,,,,,,,,,,,,,,,,,
SHN,2007.0,15716628272.0,,15716628272.0,15316718839.0,399909433.0,5142507124.0,87422695.0,87422695.0,,196722681.0,1179170816.0,3121163755.0,,2748046.0,-2748046.0,3118415709.0,872917851.0,,2245497858.0,2245497858.0,,2140.0,
SHN,2008.0,196260769126.0,638694786.0,195622074340.0,183357901265.0,12264173075.0,9282360308.0,2455265273.0,2455265273.0,,5207237447.0,4838297281.0,242542082.0,,,,242542082.0,,,242542082.0,242542082.0,,35.0,
SHN,2009.0,229689912009.0,8487000.0,229681425009.0,213766662712.0,15914762297.0,20348010111.0,3518233647.0,3518233647.0,,2770043124.0,5798975529.0,12922122784.0,,,,12922122784.0,2016545880.0,,10905576904.0,10905576904.0,,1253.0,
SHN,2010.0,486242972973.0,,486242972973.0,404555757040.0,81687215933.0,63805771786.0,11786999524.0,11786999524.0,,24813102066.0,7006779388.0,43412902208.0,318113422.0,83545471.0,234567951.0,43647470159.0,10948641713.0,-435558380.0,33134386826.0,33134386826.0,,2002.0,
SHN,2011.0,173490449402.0,1004775546.0,172485673856.0,159758434447.0,12727239409.0,28477918713.0,38392438754.0,38392438754.0,,5483800139.0,80448590329.0,-143216825231.0,2289814324.0,5097912755.0,-2808098431.0,-146024923662.0,,,-146024923662.0,-146024923662.0,,-4614.0,
SHN,2012.0,76110986337.0,1100838310.0,75010148027.0,104604612620.0,-29594464593.0,1476083203.0,25162738807.0,25162738807.0,,3340904455.0,53365712010.0,-124872155686.0,4011490399.0,6161514529.0,-2150024130.0,-127022179816.0,,,-127022179816.0,-127022179816.0,,-3914.0,
SHN,2013.0,5340416648.0,,5340416648.0,3100000000.0,2240416648.0,99143526733.0,6538731765.0,6538731765.0,,2179029377.0,52163311501.0,9979000492.0,578636370.0,710110171.0,-131473801.0,9847526691.0,,,9847526691.0,9847526691.0,,303.0,
SHN,2014.0,2269238250.0,,2269238250.0,,2269238250.0,172650013.0,4908653574.0,4908653574.0,,1523474389.0,2332158666.0,-77349013366.0,4000000.0,8782713.0,-4782713.0,-77353796079.0,,,-77353796079.0,-77353796079.0,,-2383.0,
SHN,2015.0,,,,,,,,,,,,,,,,,,,,,,,
SHN,2016.0,485247793136.0,,485247793136.0,373154348393.0,112093444743.0,14033746695.0,988446927.0,321873894.0,,8145350321.0,10691078622.0,106302315568.0,53443269373.0,12369626885.0,41073642488.0,147375958056.0,20761781476.0,,126614176580.0,122194993082.0,4419183498.0,2079.0,
SHN,2017.0,1342239121178.0,,1342239121178.0,1233147540727.0,109091580451.0,29372041519.0,14877499121.0,860157735.0,,7737818948.0,29123982734.0,86724321167.0,76844115340.0,6876771854.0,69967343486.0,156691664653.0,30578435418.0,,126113229235.0,114351659400.0,11761569835.0,1069.0,
SHN,2018.0,1433857395931.0,,1433857395931.0,1367344914513.0,66512481418.0,129077661096.0,101469844101.0,78787872139.0,,5295462162.0,31190894201.0,57633942050.0,486971345.0,2061472677.0,-1574501332.0,56059440718.0,16216455793.0,52325788.0,39790659137.0,30013443620.0,9777215517.0,314.0,
SHN,2019.0,4072584013242.0,4232852016.0,4068351161226.0,3996622304099.0,71728857127.0,222613292436.0,172232636692.0,132349466034.0,,7181607673.0,40905582921.0,74022322277.0,31113611486.0,1457676745.0,29655934741.0,103678257018.0,28048539732.0,,75629717286.0,70405688359.0,5224028927.0,543.0,543.0
SHN,2020.0,3657496904795.0,3939766.0,3657492965029.0,3474418116669.0,183074848360.0,157863454541.0,195309301433.0,97349611700.0,-100271911.0,28424538322.0,37318596263.0,79785594972.0,10709874096.0,2238015860.0,8471858236.0,88257453208.0,45335733665.0,,42921719543.0,3474642668.0,39447076875.0,27.0,27.0
SHN,2021.0,3745725295961.0,,3745725295961.0,3679072159877.0,66653136084.0,196945750088.0,121949483776.0,114059222821.0,-15831314.0,31783300623.0,51937074291.0,57913196168.0,919843711.0,327335560.0,592508151.0,58505704319.0,23470155356.0,,35035548963.0,34374451916.0,661097047.0,265.0,265.0
SHP,2005.0,,,,,,,,,,,,,,,,,,,,,,,
SHP,2006.0,,,,,,,,,,,,,,,,,,,,,,,
SHP,2007.0,,,,,,,,,,,,,,,,,,,,,,,
SHP,2008.0,,,,,,66204584789.0,,,,,27230595785.0,38973989004.0,211899353.0,271289285.0,-59389932.0,38914599072.0,,,38914599072.0,38914599072.0,,6716.0,
SHP,2009.0,,,,,,14487859075.0,,,,,1074499694.0,13413359381.0,,,,13413359381.0,2535375338.0,,10877984043.0,10877984043.0,,,
SHP,2010.0,65934194994.0,,65934194994.0,32542129303.0,33392065691.0,19663224826.0,17568380420.0,17568380420.0,,,5564977368.0,29597052197.0,7824137.0,414506182.0,-406682045.0,29190370152.0,4814135695.0,,24376234457.0,24376234457.0,,,
SHP,2011.0,155442150039.0,,155442150039.0,65352977238.0,90089172801.0,7840770544.0,22198432895.0,22198432895.0,,,10627087411.0,65104423039.0,452322185.0,438000000.0,14322185.0,65118745224.0,2027259820.0,,63091485404.0,63091485404.0,,740.0,
SHP,2012.0,177160181167.0,,177160181167.0,66350561343.0,110809619824.0,13660904777.0,17648940444.0,17648940444.0,,,13540899587.0,93280684570.0,1976119153.0,5243800.0,1970875353.0,95251559923.0,3939843998.0,,91311715925.0,91311715925.0,,1033.0,
SHP,2013.0,194095070219.0,,194095070219.0,71781996046.0,122313074173.0,6441416917.0,11045801598.0,11045801598.0,,,14404815968.0,103303873524.0,1075402001.0,3137730.0,1072264271.0,104376137795.0,158126296.0,,104218011499.0,104218011499.0,,1112.0,
SHP,2014.0,596443770547.0,,596443770547.0,221140126250.0,375303644297.0,5363586824.0,126737165755.0,126737165755.0,,,27511412831.0,226418652535.0,2358186155.0,2335490142.0,22696013.0,226441348548.0,6328735973.0,,220112612575.0,220112612575.0,,2349.0,
SHP,2015.0,,,,,,,,,,,,,,,,,,,,,,,
SHP,2016.0,512966684108.0,,512966684108.0,274264830344.0,238701853764.0,899609281.0,115669950782.0,115579596956.0,,,22321520076.0,101609992187.0,541931926.0,1750002.0,540181924.0,102150174111.0,4093738598.0,,98056435513.0,98056435513.0,,1005.0,
SHP,2017.0,619949922313.0,2986190668.0,616963731645.0,302130314819.0,314833416826.0,867229656.0,97535510263.0,97533940288.0,,,25734157959.0,192430978260.0,648614754.0,1422940000.0,-774325246.0,191656653014.0,6403953541.0,,185252699473.0,185252699473.0,,1878.0,
SHP,2018.0,619287153031.0,,619287153031.0,309274812543.0,310012340488.0,928299859.0,89772625632.0,89772625632.0,,,23913077502.0,197254937213.0,203272728.0,9266364.0,194006364.0,197448943577.0,9933928345.0,,187515015232.0,187515015232.0,,1884.0,
SHP,2019.0,643027010680.0,,643027010680.0,318356881168.0,324670129512.0,3298435419.0,77200307245.0,77200307245.0,,,23101179921.0,227667077765.0,210827139.0,909000.0,209918139.0,227876995904.0,11449197009.0,,216427798895.0,216427798895.0,,2219.0,
SHP,2020.0,429384136428.0,,429384136428.0,287868924643.0,141515211785.0,3227227679.0,57313114653.0,57311431153.0,,,21013432427.0,66415892384.0,397085509.0,3182273.0,393903236.0,66809795620.0,3392108658.0,,63417686962.0,63417686962.0,,648.0,648.0
SHP,2021.0,657816352379.0,,657816352379.0,307564259426.0,350252092953.0,196860795.0,41932172992.0,41932172992.0,,,29601841050.0,278914939706.0,311681818.0,50000000.0,261681818.0,279176621524.0,14043255559.0,,265133365965.0,265133365965.0,,2746.0,2543.0
SIC,2005.0,79026326158.0,2086591560.0,76939734598.0,66091784085.0,10847950513.0,24784766.0,,,,299001382.0,2398182880.0,7028704841.0,290263672.0,27508750.0,262754922.0,7291459763.0,,,7291459763.0,7291459763.0,,5833.0,
SIC,2006.0,33474575539.0,384659436.0,33089916103.0,31039094842.0,2050821261.0,158745919.0,,,,,849524429.0,247390609.0,374285714.0,151546179.0,222739535.0,470130144.0,52302750.0,,417827394.0,417827394.0,,190.0,
SIC,2007.0,92778487518.0,247721400.0,92530766118.0,71064704456.0,21466061662.0,179446200.0,2253363814.0,2253363814.0,,22049328.0,4445149200.0,14924945520.0,229656000.0,,229656000.0,15154601520.0,,,15154601520.0,15154601520.0,,5146.0,
SIC,2008.0,56277189800.0,,56277189800.0,18132778685.0,38144411115.0,116093267.0,18268049011.0,18268049011.0,,,8205176672.0,11787278699.0,303992364.0,4000000.0,299992364.0,12087271063.0,127248105.0,,11960022958.0,11960022958.0,,2392.0,
SIC,2009.0,132178013120.0,29326034.0,132148687086.0,95356875165.0,36791811921.0,1104306783.0,18749661739.0,18749661739.0,,248147760.0,3458460022.0,15439849183.0,832608202.0,24785527.0,807822675.0,16247671858.0,456115745.0,,15791556113.0,15791556113.0,,3158.0,
SIC,2010.0,122713008542.0,39217454.0,122673791088.0,78142418774.0,44531372314.0,150097112.0,19064612799.0,19064612799.0,,1016349609.0,3554600758.0,20769799600.0,1072255810.0,878094575.0,194161235.0,20963960835.0,3847671522.0,,17116289313.0,17116289313.0,,3202.0,
SIC,2011.0,132675544614.0,34744259280.0,97931285334.0,60925187697.0,37006097637.0,404995307.0,24495620659.0,24495620659.0,,793285525.0,4138709896.0,7631339774.0,54714230.0,7164753.0,47549477.0,7678889251.0,103646708.0,,7575242543.0,7575242543.0,,947.0,
SIC,2012.0,80276253179.0,1104369939.0,79171883240.0,40266734334.0,38905148906.0,261301865.0,19805606759.0,19805606759.0,,,4381393131.0,14449381437.0,294396044.0,754788798.0,-460392754.0,13988988683.0,1899445642.0,,12089543041.0,12089543041.0,,1511.0,
SIC,2013.0,66016617697.0,1267076879.0,64749540818.0,32399488137.0,32350052681.0,36092232.0,17513509748.0,17513509748.0,,,7433349196.0,5042512259.0,383136525.0,2723787477.0,-2340650952.0,2701861307.0,414236017.0,,2287625290.0,2287625290.0,,286.0,
SIC,2014.0,91066600024.0,27016559.0,91039583465.0,58217134063.0,32822449402.0,27859382.0,18029472084.0,18029472084.0,,,10746496966.0,2362216818.0,10740455982.0,12232573448.0,-1492117466.0,870099352.0,514068602.0,,356030750.0,356030750.0,,45.0,
SIC,2015.0,,,,,,,,,,,,,,,,,,,,,,,
SIC,2016.0,53087809275.0,5614185.0,53082195090.0,28317464432.0,24764730658.0,65011264.0,19911228035.0,19040364620.0,,,49177316449.0,-44258802562.0,325914177895.0,223362228580.0,102551949315.0,58293146753.0,11863763432.0,,46429383321.0,46429383321.0,,45.0,
SIC,2017.0,40741979272.0,11459571.0,40730519701.0,39836415770.0,894103931.0,4583161312.0,3394389766.0,3394389766.0,,,-21592558836.0,23675434313.0,9177290472.0,9176965276.0,325196.0,23675759509.0,7378359584.0,,16297399925.0,16297399925.0,,1019.0,
SIC,2018.0,415588157094.0,,415588157094.0,371577890446.0,44010266648.0,18805448867.0,9998848649.0,9998848649.0,,,399890834.0,52416976032.0,181469906.0,182076906.0,-607000.0,52416369032.0,10483273806.0,,41933095226.0,41933095226.0,,2362.0,
SIC,2019.0,493934711647.0,44262488.0,493890449159.0,408567416494.0,85323032665.0,12190832708.0,4402240443.0,4402240443.0,,,4647230177.0,88464394753.0,29578141.0,123127515.0,-93549374.0,88370845379.0,18217945634.0,,70152899745.0,70152899745.0,,3166.0,3166.0
SIC,2020.0,194607611276.0,,194607611276.0,170826579125.0,23781032151.0,11512661470.0,3590446407.0,3493996822.0,-314281095.0,,3778973184.0,27609992935.0,830.0,595914931.0,-595914101.0,27014078834.0,3972135829.0,,23041943005.0,23041943005.0,,960.0,960.0
SIC,2021.0,131818958718.0,581346876.0,131237611842.0,124418329730.0,6819282112.0,11194403885.0,7807625337.0,4357971734.0,314281095.0,61990500.0,6382352115.0,4075999140.0,9257652322.0,276951769.0,8980700553.0,13056699693.0,6736456683.0,-4456870966.0,10777113976.0,10777113976.0,,449.0,449.0
SII,2005.0,,,,,,,,,,,,,,,,,,,,,,,
SII,2006.0,,,,,,,,,,,,,,,,,,,,,,,
SII,2007.0,,,,,,,,,,,,,,,,,,,,,,,
SII,2008.0,1328351135.0,,1328351135.0,1004206841.0,324144294.0,506420.0,,,,,318871059.0,5779655.0,,,,5779655.0,5236449.0,,543206.0,543206.0,,,
SII,2009.0,1134402842.0,,1134402842.0,740419538.0,393983304.0,1537998.0,,,,,358862683.0,36658619.0,,,,36658619.0,7971476.0,,28687143.0,28687143.0,,368.0,
SII,2010.0,1969371515.0,,1969371515.0,1384842805.0,584528710.0,46459606894.0,17238694321.0,17238694321.0,,,1216068999.0,28589372284.0,298078668.0,155389358.0,142689310.0,28732061594.0,626156724.0,,28105904870.0,28105904870.0,,703.0,
SII,2011.0,26146398052.0,,26146398052.0,22012174713.0,4134223339.0,132795679438.0,75240506519.0,75240506519.0,,54586174.0,6155086580.0,44687713132.0,,,,10108294610.0,,,10108294610.0,10419286212.0,,260.0,
SII,2012.0,50905842586.0,,50905842586.0,33683566288.0,17222276298.0,101043061979.0,52123118792.0,52123118792.0,,882339634.0,8360143963.0,43791125340.0,575475160.0,103303121.0,472172039.0,107323379790.0,737221853.0,,106586157937.0,105540309827.0,,2639.0,
SII,2013.0,36900323092.0,,36900323092.0,28706000538.0,8194322554.0,62700770548.0,26639180697.0,26639180697.0,,461996860.0,16830866237.0,-2151397874.0,99472315.0,117210893.0,-17738578.0,-86962228.0,,,-86962228.0,693372494.0,,16.0,
SII,2014.0,86278325126.0,,86278325126.0,63920965810.0,22357359316.0,20429764726.0,9372245372.0,9372245372.0,,10084637.0,22430790752.0,10974003281.0,1621961668.0,24806017.0,1597155651.0,14697661535.0,194547925.0,-62175009.0,14565288619.0,13491228642.0,,231.0,
SII,2015.0,,,,,,,,,,,,,,,,,,,,,,,
SII,2016.0,256886522115.0,,256886522115.0,208262716755.0,48623805360.0,46511249233.0,21062372036.0,20977457750.0,7853140514.0,5362912476.0,41864937729.0,34697972866.0,5112481.0,721261032.0,-716148551.0,33981824315.0,4441079204.0,-552495085.0,30093240196.0,33484009407.0,-3390769211.0,545.0,
SII,2017.0,279856734186.0,10977273.0,279845756913.0,288750491071.0,-8904734158.0,34496530615.0,111514185996.0,110537001529.0,9138498149.0,8391043145.0,53964400562.0,-139139335097.0,200918593290.0,25887377801.0,175031215489.0,35891880392.0,2952059694.0,-94771805.0,33034592503.0,38787295752.0,-5752703249.0,598.0,
SII,2018.0,244065304674.0,,244065304674.0,261256527996.0,-17191223322.0,61614645668.0,110317531163.0,209541485929.0,13463294528.0,12418585752.0,71508717352.0,-136358117393.0,200629214661.0,8593134880.0,192036079781.0,55677962388.0,26047656240.0,1330836264.0,28299469884.0,42872821673.0,-14573351789.0,631.0,
SII,2019.0,180729423499.0,,180729423499.0,215149750162.0,-34420326663.0,33619636226.0,111128015182.0,110342811135.0,31581068682.0,12741157532.0,62492412091.0,-155581206560.0,203166581441.0,1792990405.0,201373591036.0,45792384476.0,4028311539.0,9171776909.0,32592296028.0,51466901093.0,-18874605065.0,758.0,
SII,2020.0,197293217337.0,,197293217337.0,216050430132.0,-18757212795.0,77031794156.0,96504157155.0,95610776740.0,3643916334.0,14324070966.0,64607420686.0,-113517151112.0,10537168124.0,141680536.0,10395487588.0,-103121663524.0,1934714343.0,5960633883.0,-111017011750.0,-104595444536.0,-6421567214.0,-1621.0,
SII,2021.0,202678825727.0,,202678825727.0,218310334596.0,-15631508869.0,77884485891.0,87076691905.0,86293814487.0,5533244673.0,14209828413.0,39200451611.0,-72700750234.0,2836020913.0,1735426266.0,1100594647.0,-71600155587.0,2432341798.0,4154930790.0,-78187428175.0,-73497729005.0,-4689699170.0,-1139.0,
SJ1,2005.0,130781170895.0,,130781170895.0,117878253433.0,12902917462.0,146262060.0,,,,5388665337.0,1864242827.0,5736514165.0,161189415.0,341206.0,160848209.0,5897362374.0,588680400.0,,5308681974.0,5308681974.0,,2654.0,
SJ1,2006.0,147894504954.0,,147894504954.0,134499710692.0,13394794262.0,134048302.0,,,,6321004377.0,2094279149.0,5051246092.0,1247208602.0,4000000.0,1243208602.0,6294454694.0,598963150.0,,5695491544.0,5695491544.0,,2848.0,
SJ1,2007.0,145552976504.0,,145552976504.0,130119760455.0,15433216049.0,378033109.0,,,,6484327058.0,2709219413.0,6298745254.0,238500000.0,,238500000.0,6537245254.0,711254027.0,,5825991227.0,5825991227.0,,2704.0,
SJ1,2008.0,164300214934.0,,164300214934.0,146950506715.0,17349708219.0,4609229076.0,248778227.0,248778227.0,,6710228784.0,5821681092.0,9178249192.0,9520134000.0,90000000.0,9430134000.0,18608383192.0,5247693110.0,,13360690082.0,13360690082.0,,3865.0,
SJ1,2009.0,158557655582.0,,158557655582.0,139265840898.0,19291814684.0,7423563302.0,271285903.0,271285903.0,,5160932626.0,8680453371.0,12529034060.0,1020102625.0,,1020102625.0,13549136685.0,3162638860.0,,10386497825.0,10386497825.0,,3095.0,
SJ1,2010.0,196161483143.0,,196161483143.0,172084124034.0,24077359109.0,4881453810.0,126152784.0,126152784.0,,6312093249.0,8318200048.0,14029787973.0,,,,14029787973.0,3523079591.0,,10506708382.0,10506708382.0,,3131.0,
SJ1,2011.0,242757445213.0,,242757445213.0,210953967851.0,31803477362.0,3190838444.0,999203169.0,999203169.0,,6234776681.0,14156455750.0,12996661399.0,1289424270.0,16259610.0,1273164660.0,14269826059.0,2762990931.0,,11506835128.0,11506835128.0,,3288.0,
SJ1,2012.0,330182436538.0,,330182436538.0,294277052811.0,35905383727.0,1458143917.0,3087719913.0,3087719913.0,,11280788277.0,11828040022.0,10894494906.0,3880679488.0,165846628.0,3714832860.0,14609327766.0,2859975368.0,,11749352398.0,11749352398.0,,3052.0,
SJ1,2013.0,375915283540.0,1082305616.0,374832977924.0,341283224052.0,33549753872.0,1282240464.0,4835919066.0,4835919066.0,,12127624490.0,11011491096.0,6003643241.0,5277273195.0,46274184.0,5230999011.0,11234642252.0,3014357210.0,,8220285042.0,8220285042.0,,2136.0,
SJ1,2014.0,435675511022.0,2027052800.0,433648458222.0,396994025221.0,36654433001.0,3822118216.0,7389885997.0,7389885997.0,,11438862220.0,10800881979.0,9073279487.0,7414979951.0,582453838.0,6832526113.0,15905805600.0,3548210618.0,,12357594982.0,12357594982.0,,2597.0,
SJ1,2015.0,,,,,,,,,,,,,,,,,,,,,,,
SJ1,2016.0,,,,,,,,,,,,,,,,,,,,,,,
SJ1,2017.0,910116441989.0,988063703.0,909128378286.0,828267485995.0,80860892291.0,13639957936.0,38869580446.0,35645704516.0,,19435269881.0,14487160909.0,21708838991.0,5648869637.0,1772422317.0,3876447320.0,25585286311.0,4747136750.0,,20838149561.0,20838149561.0,,,1734.0
SJ1,2018.0,1033216336014.0,374542294.0,1032841793720.0,939470933869.0,93370859851.0,12336405740.0,39447152745.0,37081229757.0,,16745023104.0,19832424554.0,29682665188.0,592786635.0,104231253.0,488555382.0,30171220570.0,5691304987.0,,24479915583.0,24479915583.0,,,1167.0
SJ1,2019.0,1110978346446.0,334283599.0,1110644062847.0,1014712530647.0,95931532200.0,5903065233.0,39154985506.0,37891153113.0,,12429255610.0,19191333443.0,31059022874.0,1115557284.0,818773227.0,296784057.0,31355806931.0,6235322586.0,,25120484345.0,25120484345.0,,,1196.0
SJ1,2020.0,1071875813356.0,750768295.0,1071125045061.0,969879977728.0,101245067333.0,3352964131.0,41402780166.0,39320953678.0,,20832432887.0,19304998352.0,23057820059.0,1183780379.0,527810502.0,655969877.0,23713789936.0,5018966054.0,,18694823882.0,18694823882.0,,,802.0
SJ1,2021.0,1122182236604.0,776012248.0,1121406224356.0,1029040286025.0,92365938331.0,6221334577.0,41622417521.0,38340323671.0,,22772126233.0,17179456275.0,17013272879.0,311857650.0,1121834663.0,-809977013.0,16203295866.0,3415103239.0,,12788192627.0,12788192627.0,,,563.0
SJD,2005.0,187198755302.0,,187198755302.0,68615331882.0,118583423420.0,38053702.0,79279755984.0,79279755984.0,,,4258827074.0,33197965702.0,1784066320.0,681140462.0,1102925858.0,34300891560.0,308819240.0,,33992072320.0,33992072320.0,,1700.0,
SJD,2006.0,238507955064.0,,238507955064.0,80833717198.0,157674237866.0,487216625.0,92021451909.0,92021451909.0,,,5679484298.0,62498296480.0,645760774.0,489929442.0,155831332.0,62654127812.0,43632773.0,,62610495039.0,62610495039.0,,3131.0,
SJD,2007.0,241742184023.0,,241742184023.0,90437363948.0,151304820075.0,34481280.0,77441845141.0,77441845141.0,,,5906948701.0,67842365280.0,814409521.0,402343758.0,412065763.0,68254431043.0,115378414.0,,68139052629.0,68139052629.0,,2981.0,
SJD,2008.0,240447186555.0,,240447186555.0,95531677552.0,144915509003.0,74213344.0,96446982507.0,96446982507.0,,,7054350714.0,34603361769.0,1008273822.0,174943899.0,833329923.0,35436691692.0,,,35436691692.0,35436691692.0,,1257.0,
SJD,2009.0,281376547143.0,,281376547143.0,110358321294.0,171018225849.0,41479389.0,44360892953.0,44360892953.0,,,7619865603.0,111543030838.0,223133489.0,120606647.0,102526842.0,111645557680.0,25201091.0,,111620356589.0,111620356589.0,,3733.0,
SJD,2010.0,212917578638.0,,212917578638.0,70951336506.0,141966242132.0,36094421.0,41374363570.0,41374363570.0,,,15969853823.0,78334951939.0,291753847.0,,291753847.0,78626705786.0,7915225474.0,,70711480312.0,70711480312.0,,2427.0,
SJD,2011.0,287071000712.0,,287071000712.0,91760476791.0,195310523921.0,533297392.0,70436837233.0,70436837233.0,,,17703957523.0,99818630601.0,203420000.0,,203420000.0,100022050601.0,10032718060.0,,89989332541.0,89989332541.0,,2508.0,
SJD,2012.0,344825024220.0,,344825024220.0,143002109752.0,201822914468.0,6297818270.0,23631290857.0,23631290857.0,,,20104108905.0,163140332976.0,470544675.0,413370636.0,57174039.0,163197507015.0,8303910159.0,,154893596856.0,154893596856.0,,4317.0,
SJD,2013.0,309695568699.0,,309695568699.0,116473957288.0,193221611411.0,8739024900.0,21067980372.0,21067980372.0,,,23419527484.0,155458128455.0,949522727.0,,949522727.0,156407651182.0,8025787105.0,,148381864077.0,148381864077.0,,4118.0,
SJD,2014.0,390854711126.0,,390854711126.0,162943632522.0,227911078604.0,9477562697.0,13558962923.0,13558962923.0,,,29498841474.0,192893336904.0,274500000.0,201668584.0,72831416.0,192966168320.0,9742967179.0,,183223201141.0,183223201141.0,,4423.0,
SJD,2015.0,,,,,,,,,,,,,,,,,,,,,,,
SJD,2016.0,373526230720.0,,373526230720.0,153853712407.0,219672518313.0,4931612877.0,17286172921.0,16049829031.0,,,52452761439.0,154865196830.0,767673535.0,253045460.0,514628075.0,155379824905.0,11632608742.0,658874544.0,143088341619.0,145369512779.0,-2281171160.0,3160.0,3160.0
SJD,2017.0,495020985164.0,,495020985164.0,211662470661.0,283358514503.0,7702803299.0,17036288513.0,16508203634.0,,,56833287353.0,217191741936.0,830817355.0,308593642.0,522223713.0,217713965649.0,24904182378.0,60861133.0,192748922138.0,192889370907.0,-140448769.0,3313.0,
SJD,2018.0,496321592056.0,,496321592056.0,222240939500.0,274080652556.0,8277864413.0,20211796157.0,17602756438.0,,,47548693769.0,214598027043.0,1113176408.0,308531481.0,804644927.0,215402671970.0,24476422000.0,-58422985.0,190984672955.0,190849850682.0,134822273.0,2768.0,2768.0
SJD,2019.0,425122607256.0,,425122607256.0,187794507737.0,237328099519.0,7672058996.0,18612087853.0,18595438935.0,,,33596380475.0,192791690187.0,631445264.0,994780215.0,-363334951.0,192428355236.0,38830973153.0,685574249.0,152911807834.0,153702855044.0,-791047210.0,2228.0,2228.0
SJD,2020.0,331270455251.0,,331270455251.0,153303947548.0,177966507703.0,4440629153.0,16068319365.0,16048885173.0,,,38520179682.0,127818637809.0,770175813.0,321970467.0,448205346.0,128266843155.0,26040179193.0,2477692336.0,99748971626.0,101084554434.0,-1335582808.0,1465.0,1465.0
SJD,2021.0,425348701526.0,,425348701526.0,192698880718.0,232649820808.0,10927061961.0,13372159758.0,13372159758.0,,,30321855648.0,199882867363.0,551666118.0,467085480.0,84580638.0,199967448001.0,39797497030.0,134066261.0,160035884710.0,159934465486.0,101419224.0,2318.0,2318.0
SJE,2005.0,157030843448.0,,157030843448.0,130468921317.0,26561922131.0,2714433275.0,,,,,17141204704.0,6812718720.0,100737900.0,50058962.0,50678938.0,6863397658.0,,,6863397658.0,6863397658.0,,3432.0,
SJE,2006.0,255138209298.0,24992727.0,255113216571.0,216805623071.0,38307593500.0,889259068.0,,,,,19667565503.0,10564139054.0,801393627.0,1281426405.0,-480032778.0,10084106276.0,1411975650.0,,8672130626.0,8672130626.0,,4336.0,
SJE,2007.0,237567959465.0,,237567959465.0,192917425466.0,44650533999.0,2041132667.0,12657467272.0,12657467272.0,,,23327499230.0,10558840347.0,2202409965.0,322690386.0,1879719579.0,12438559926.0,1767785870.0,,10670774056.0,10670774056.0,,4268.0,
SJE,2008.0,322199475776.0,,322199475776.0,262291271871.0,59908203905.0,2504440181.0,13028881343.0,13028881343.0,,,21626908565.0,27462543863.0,4469978112.0,8620523604.0,-4150545492.0,23311998371.0,3228679772.0,,20083318599.0,20083318599.0,,4027.0,
SJE,2009.0,541691150452.0,,541691150452.0,456730890886.0,84960259566.0,5710375954.0,12664368327.0,12664368327.0,,496037545.0,42875424557.0,34361400437.0,1240111268.0,1584306187.0,-344194919.0,34396805046.0,5395293118.0,,29001511928.0,23697245570.0,,4779.0,
SJE,2010.0,747298425826.0,33689615.0,747264736211.0,653221872559.0,94042863652.0,7647333232.0,,,,3450000.0,51504929616.0,30241389146.0,5581559644.0,1600235726.0,3981323918.0,37633743585.0,9268690109.0,,28365053476.0,21721829672.0,,3533.0,
SJE,2011.0,731650448279.0,18181112.0,731632267167.0,620830854601.0,110801412566.0,1940857262.0,,,,,53165097044.0,30599065669.0,1528759398.0,1044808481.0,483950917.0,33121544373.0,7614829530.0,,25506714843.0,20532170198.0,,2569.0,
SJE,2012.0,874497688136.0,,874497688136.0,753753596758.0,120744091378.0,3654624003.0,28841047494.0,28841047494.0,,,58727863558.0,32969181496.0,4472331236.0,2595924586.0,1876406650.0,36791149256.0,4566656577.0,,32224492679.0,25091057902.0,,3140.0,
SJE,2013.0,870840352763.0,,870840352763.0,755640140430.0,115200212333.0,1786248263.0,21264805958.0,21264805958.0,,,68391657392.0,21252381860.0,2770665935.0,3512726201.0,-742060266.0,21352039248.0,6015054138.0,-30068923.0,15367054033.0,15367054033.0,,1331.0,
SJE,2014.0,1344829921454.0,384619738.0,1344445301716.0,1125086416698.0,219358885018.0,1888995815.0,19572446781.0,19572446781.0,,,124954148409.0,66737461481.0,496928438.0,9645160176.0,-9148231738.0,57589229743.0,12658091739.0,-45929402.0,44977067406.0,44977067406.0,,3893.0,
SJE,2015.0,,,,,,,,,,,,,,,,,,,,,,,
